city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
new ellenton,New Ellenton,SC,South Carolina,45003,Aiken,33.4199,-81.6826,2604,226.4,shape,False,True,America/New_York,3,29809 29803,1840016797
liverpool,Liverpool,NY,New York,36067,Onondaga,43.1065,-76.2095,2604,1337.9,shape,False,True,America/New_York,3,13088,1840004322
wolf point,Wolf Point,MT,Montana,30085,Roosevelt,48.0933,-105.6414,2604,1139.0,shape,False,True,America/Denver,3,59201,1840021071
piketon,Piketon,OH,Ohio,39131,Pike,39.0649,-82.9986,2603,399.7,shape,False,True,America/New_York,3,45661,1840012752
hennessey,Hennessey,OK,Oklahoma,40073,Kingfisher,36.1056,-97.8989,2603,271.1,shape,False,True,America/Chicago,3,73742,1840021680
eastpoint,Eastpoint,FL,Florida,12037,Franklin,29.7543,-84.8695,2602,135.0,shape,False,False,America/New_York,3,32328,1840013112
osseo,Osseo,MN,Minnesota,27053,Hennepin,45.1179,-93.3991,2601,1352.8,shape,False,True,America/Chicago,3,55369 55569,1840008928
thorsby,Thorsby,AL,Alabama,1021,Chilton,32.9169,-86.7203,2601,172.3,shape,False,True,America/Chicago,3,35171,1840016920
graysville,Graysville,AL,Alabama,1073,Jefferson,33.6567,-86.9665,2600,62.5,shape,False,True,America/Chicago,4,35117 35073,1840003493
grand point,Grand Point,LA,Louisiana,22093,St. James,30.0451,-90.7488,2600,233.8,shape,False,False,America/Chicago,3,70763,1840025127
sylva,Sylva,NC,North Carolina,37099,Jackson,35.3754,-83.2185,2600,316.5,shape,False,True,America/New_York,3,28779,1840016347
horseheads north,Horseheads North,NY,New York,36015,Chemung,42.1928,-76.8078,2600,453.9,shape,False,True,America/New_York,3,14845,1840073692
juneau,Juneau,WI,Wisconsin,55027,Dodge,43.4053,-88.7041,2600,608.7,shape,False,True,America/Chicago,3,53039,1840002734
lake arthur,Lake Arthur,LA,Louisiana,22053,Jefferson Davis,30.0795,-92.6773,2599,541.2,shape,False,True,America/Chicago,3,70549,1840017196
ashley,Ashley,PA,Pennsylvania,42079,Luzerne,41.2128,-75.8993,2599,1075.1,shape,False,True,America/New_York,3,18706,1840000741
rockdale,Rockdale,IL,Illinois,17197,Will,41.5048,-88.1248,2598,711.0,shape,False,True,America/Chicago,3,60436,1840011488
colorado city,Colorado City,AZ,Arizona,4015,Mohave,36.9773,-112.9869,2598,112.5,shape,False,True,America/Phoenix,3,86021,1840023170
williamsburg,Williamsburg,OH,Ohio,39025,Clermont,39.0555,-84.0478,2598,390.5,shape,False,True,America/New_York,3,45103 45176,1840012712
cape carteret,Cape Carteret,NC,North Carolina,37031,Carteret,34.6973,-77.0573,2598,397.4,shape,False,True,America/New_York,3,28584,1840015498
jesup,Jesup,IA,Iowa,19019,Buchanan,42.4746,-92.0657,2596,544.3,shape,False,True,America/Chicago,3,50648,1840008059
yardley,Yardley,PA,Pennsylvania,42017,Bucks,40.2408,-74.8386,2596,1073.2,shape,False,True,America/New_York,3,19067,1840001317
allendale,Allendale,SC,South Carolina,45005,Allendale,33.008,-81.3092,2595,302.7,shape,False,True,America/New_York,3,29810,1840015758
palmhurst,Palmhurst,TX,Texas,48215,Hidalgo,26.2583,-98.2953,2595,225.3,shape,False,True,America/Chicago,3,78573,1840021027
holley,Holley,FL,Florida,12113,Santa Rosa,30.454,-86.9036,2595,282.3,shape,False,False,America/Chicago,3,32566,1840027015
telluride,Telluride,CO,Colorado,8113,San Miguel,37.9364,-107.827,2595,453.2,shape,False,True,America/Denver,3,81435,1840022536
ravenel,Ravenel,SC,South Carolina,45019,Charleston,32.778,-80.2281,2594,76.0,shape,False,True,America/New_York,3,29470 29415,1840018341
loíza,Loiza,PR,Puerto Rico,72087,Loíza,18.4309,-65.8801,2593,1939.2,shape,False,False,America/Puerto_Rico,3,00772,1630035508
sisseton,Sisseton,SD,South Dakota,46109,Roberts,45.6625,-97.0454,2593,629.2,shape,False,True,America/Chicago,3,57262,1840002037
delhi,Delhi,LA,Louisiana,22083,Richland,32.4529,-91.49,2593,348.7,shape,False,True,America/Chicago,3,71232,1840016977
clarkson valley,Clarkson Valley,MO,Missouri,29189,St. Louis,38.6255,-90.5945,2592,371.4,shape,False,True,America/Chicago,3,63005,1840007438
brusly,Brusly,LA,Louisiana,22121,West Baton Rouge,30.3943,-91.2517,2592,452.2,shape,False,True,America/Chicago,3,70719,1840015916
henderson,Henderson,GA,Georgia,13051,Chatham,32.0102,-81.2655,2591,576.3,shape,False,False,America/New_York,3,31419,1840137955
petersburg,Petersburg,IL,Illinois,17129,Menard,40.0143,-89.8452,2590,640.1,shape,False,True,America/Chicago,3,62675,1840009469
lovell,Lovell,WY,Wyoming,56003,Big Horn,44.8357,-108.3919,2590,907.6,shape,False,True,America/Denver,3,82431,1840021242
north boston,North Boston,NY,New York,36029,Erie,42.6773,-78.7793,2590,242.2,shape,False,False,America/New_York,3,14075 14110,1840004377
caddo mills,Caddo Mills,TX,Texas,48231,Hunt,33.0504,-96.2279,2589,193.7,shape,False,True,America/Chicago,3,75135,1840019392
pelican rapids,Pelican Rapids,MN,Minnesota,27111,Otter Tail,46.57,-96.0861,2589,386.9,shape,False,True,America/Chicago,3,56572,1840008851
jarrell,Jarrell,TX,Texas,48491,Williamson,30.8103,-97.6144,2589,273.4,shape,False,True,America/Chicago,3,76537,1840019574
gervais,Gervais,OR,Oregon,41047,Marion,45.1081,-122.8964,2588,2452.3,shape,False,True,America/Los_Angeles,2,97026,1840019960
marthasville,Marthasville,MO,Missouri,29219,Warren,38.6309,-91.0572,2587,1169.5,shape,False,True,America/Chicago,3,63357,1840008566
lennox,Lennox,SD,South Dakota,46083,Lincoln,43.3495,-96.8937,2587,547.8,shape,False,True,America/Chicago,3,57039,1840002847
marshville,Marshville,NC,North Carolina,37179,Union,34.9865,-80.3685,2586,470.5,shape,False,True,America/New_York,3,28103,1840016454
alburtis,Alburtis,PA,Pennsylvania,42077,Lehigh,40.509,-75.6001,2586,1412.4,shape,False,True,America/New_York,3,18011,1840001043
west dennis,West Dennis,MA,Massachusetts,25001,Barnstable,41.6666,-70.1656,2586,306.2,shape,False,False,America/New_York,3,02670 02660,1840003244
round lake heights,Round Lake Heights,IL,Illinois,17097,Lake,42.3855,-88.1038,2585,1732.8,shape,False,True,America/Chicago,3,60073,1840011172
hampton beach,Hampton Beach,NH,New Hampshire,33015,Rockingham,42.914,-70.8127,2585,784.3,shape,False,False,America/New_York,3,03842,1840026174
mohave valley,Mohave Valley,AZ,Arizona,4015,Mohave,34.9008,-114.5732,2585,71.2,shape,False,False,America/Phoenix,3,86440,1840019745
kingston,Kingston,WA,Washington,53035,Kitsap,47.7927,-122.5078,2585,473.1,shape,False,False,America/Los_Angeles,3,98346,1840017338
the plains,The Plains,OH,Ohio,39009,Athens,39.3655,-82.1343,2584,437.6,shape,False,False,America/New_York,3,45701 45780,1840005755
tularosa,Tularosa,NM,New Mexico,35035,Otero,33.0753,-106.0175,2584,353.9,shape,False,True,America/Denver,3,88352,1840023002
poynette,Poynette,WI,Wisconsin,55021,Columbia,43.3922,-89.4059,2583,388.2,shape,False,True,America/Chicago,3,53955,1840002713
north crossett,North Crossett,AR,Arkansas,5003,Ashley,33.1707,-91.9367,2583,95.6,shape,False,False,America/Chicago,3,71635,1840013771
osceola,Osceola,IN,Indiana,18141,St. Joseph,41.6647,-86.0787,2583,738.8,shape,False,True,America/Indiana/Indianapolis,3,46561,1840009245
eatonville,Eatonville,FL,Florida,12095,Orange,28.6167,-81.3906,2582,1012.0,shape,False,True,America/New_York,3,32751 32810,1840017237
holcomb,Holcomb,KS,Kansas,20055,Finney,37.9859,-100.9936,2582,806.2,shape,False,True,America/Chicago,3,67851,1840007523
haw river,Haw River,NC,North Carolina,37001,Alamance,36.0926,-79.3615,2581,321.7,shape,False,True,America/New_York,3,27253 27258 27217,1840015329
youngsville,Youngsville,NC,North Carolina,37069,Franklin,36.0242,-78.4816,2581,392.5,shape,False,True,America/New_York,3,27596,1840016119
palisade,Palisade,CO,Colorado,8077,Mesa,39.1084,-108.3573,2580,838.3,shape,False,True,America/Denver,3,81526,1840022465
versailles,Versailles,MO,Missouri,29141,Morgan,38.4333,-92.8453,2580,415.5,shape,False,True,America/Chicago,3,65084,1840010776
wild peach village,Wild Peach Village,TX,Texas,48039,Brazoria,29.081,-95.6372,2580,99.5,shape,False,False,America/Chicago,3,77422,1840019670
georgetown,Georgetown,CA,California,6017,El Dorado,38.9112,-120.8356,2580,65.8,shape,False,False,America/Los_Angeles,3,95634,1840017566
the hills,The Hills,TX,Texas,48453,Travis,30.3465,-97.9864,2579,928.5,shape,False,True,America/Chicago,3,78738,1840023146
parsons,Parsons,TN,Tennessee,47039,Decatur,35.6513,-88.1231,2578,246.0,shape,False,True,America/Chicago,3,38363,1840014520
cape neddick,Cape Neddick,ME,Maine,23031,York,43.1706,-70.622,2578,266.8,shape,False,False,America/New_York,3,03909 03910,1840002665
falmouth,Falmouth,KY,Kentucky,21191,Pendleton,38.6708,-84.3311,2577,731.7,shape,False,True,America/New_York,3,41040,1840013173
bono,Bono,AR,Arkansas,5031,Craighead,35.9111,-90.8009,2575,373.3,shape,False,True,America/Chicago,3,72416,1840013396
center point,Center Point,IA,Iowa,19113,Linn,42.1848,-91.7798,2575,364.6,shape,False,True,America/Chicago,3,52213,1840006985
fairmount,Fairmount,IN,Indiana,18053,Grant,40.4173,-85.6477,2575,626.9,shape,False,True,America/Indiana/Indianapolis,3,46928,1840010394
mineral point,Mineral Point,WI,Wisconsin,55049,Iowa,42.8632,-90.1814,2575,317.2,shape,False,True,America/Chicago,3,53565,1840002961
erwinville,Erwinville,LA,Louisiana,22121,West Baton Rouge,30.541,-91.3885,2575,104.4,shape,False,False,America/Chicago,3,70767,1840026009
northeast ithaca,Northeast Ithaca,NY,New York,36109,Tompkins,42.4703,-76.4623,2575,676.6,shape,False,True,America/New_York,3,14850,1840073642
guyton,Guyton,GA,Georgia,13103,Effingham,32.341,-81.4224,2574,275.1,shape,False,True,America/New_York,3,31312,1840013823
harrisburg,Harrisburg,AR,Arkansas,5111,Poinsett,35.5637,-90.7216,2574,409.6,shape,False,True,America/Chicago,3,72432,1840013426
st. paul,St. Paul,NE,Nebraska,31093,Howard,41.2138,-98.4596,2574,791.7,shape,False,True,America/Chicago,3,68873,1840009313
rancho santa fe,Rancho Santa Fe,CA,California,6073,San Diego,33.024,-117.1992,2574,148.1,shape,False,False,America/Los_Angeles,3,92067,1840019348
covington,Covington,OH,Ohio,39109,Miami,40.1174,-84.3509,2573,724.8,shape,False,True,America/New_York,3,45318,1840012374
mattapoisett center,Mattapoisett Center,MA,Massachusetts,25023,Plymouth,41.6666,-70.8056,2573,203.3,shape,False,True,America/New_York,3,02739,1840073510
rangely,Rangely,CO,Colorado,8103,Rio Blanco,40.0861,-108.7795,2572,226.5,shape,False,True,America/Denver,3,81648,1840021417
keeseville,Keeseville,NY,New York,36031,Essex,44.5035,-73.4812,2572,165.0,shape,False,False,America/New_York,3,12944,1840033988
vergennes,Vergennes,VT,Vermont,50001,Addison,44.1664,-73.2557,2571,404.2,shape,False,True,America/New_York,3,05491,1840002218
shelby,Shelby,MI,Michigan,26127,Oceana,43.6114,-86.3648,2571,604.5,shape,False,True,America/Detroit,3,49455,1840010959
west,West,TX,Texas,48309,McLennan,31.8032,-97.0941,2571,581.6,shape,False,True,America/Chicago,3,76691,1840022141
bellevue,Bellevue,ID,Idaho,16013,Blaine,43.4684,-114.2551,2571,674.6,shape,False,True,America/Boise,3,83313,1840018633
hallowell,Hallowell,ME,Maine,23011,Kennebec,44.2905,-69.814,2570,169.2,shape,False,True,America/New_York,3,04347,1840000304
south paris,South Paris,ME,Maine,23017,Oxford,44.219,-70.5113,2570,256.0,shape,False,False,America/New_York,3,04281,1840001583
monroe,Monroe,UT,Utah,49041,Sevier,38.623,-112.1196,2570,277.9,shape,False,True,America/Denver,3,84754,1840020240
rising sun,Rising Sun,IN,Indiana,18115,Ohio,38.9531,-84.8544,2570,660.6,shape,False,True,America/New_York,3,47040,1840014664
loris,Loris,SC,South Carolina,45051,Horry,34.0578,-78.8876,2570,218.0,shape,False,True,America/New_York,3,29569,1840015591
wabasha,Wabasha,MN,Minnesota,27157,Wabasha,44.3706,-92.042,2569,121.1,shape,False,True,America/Chicago,3,55981,1840010023
lapel,Lapel,IN,Indiana,18095,Madison,40.0334,-85.8406,2568,95.6,shape,False,True,America/Indiana/Indianapolis,3,46051 46064,1840009439
england,England,AR,Arkansas,5085,Lonoke,34.5454,-91.9675,2568,524.9,shape,False,True,America/Chicago,3,72046,1840013529
bethlehem,Bethlehem,WV,West Virginia,54069,Ohio,40.0451,-80.6898,2568,281.0,shape,False,True,America/New_York,3,26003,1840005514
oak hills,Oak Hills,PA,Pennsylvania,42019,Butler,40.8262,-79.9152,2567,294.2,shape,False,False,America/New_York,3,16002 16001 16053,1840035432
lisbon,Lisbon,OH,Ohio,39029,Columbiana,40.7752,-80.7628,2567,588.5,shape,False,True,America/New_York,3,44432,1840011932
tropical park,Tropical Park,FL,Florida,12009,Brevard,28.3805,-80.7075,2567,1811.5,shape,False,False,America/New_York,3,32953,1840152376
ravensworth,Ravensworth,VA,Virginia,51059,Fairfax,38.8033,-77.2222,2566,1096.7,shape,False,False,America/New_York,3,22151 22160,1840024581
edwards afb,Edwards AFB,CA,California,6029,Kern,34.9045,-117.9294,2566,57.8,shape,True,True,America/Los_Angeles,4,93523 93524,1840073911
roosevelt gardens,Roosevelt Gardens,FL,Florida,12011,Broward,26.1406,-80.181,2566,2310.5,shape,False,False,America/New_York,2,33311,1840029108
cascade,Cascade,IA,Iowa,19061,Dubuque,42.3018,-91.0048,2565,515.4,shape,False,True,America/Chicago,3,52033,1840006926
alamo,Alamo,TN,Tennessee,47033,Crockett,35.783,-89.1168,2565,451.0,shape,False,True,America/Chicago,3,38001,1840015368
des allemands,Des Allemands,LA,Louisiana,22089,St. Charles,29.8162,-90.4746,2565,99.5,shape,False,False,America/Chicago,3,70030,1840013109
landrum,Landrum,SC,South Carolina,45083,Spartanburg,35.1747,-82.1848,2564,374.2,shape,False,True,America/New_York,3,29356,1840014616
fiskdale,Fiskdale,MA,Massachusetts,25027,Worcester,42.1229,-72.1089,2564,312.5,shape,False,False,America/New_York,3,01518 01566,1840003148
escobares,Escobares,TX,Texas,48427,Starr,26.4119,-98.96,2563,370.2,shape,False,True,America/Chicago,3,78584,1840021015
brush prairie,Brush Prairie,WA,Washington,53011,Clark,45.725,-122.5483,2563,128.8,shape,False,False,America/Los_Angeles,3,98606 98662,1840017398
coquí,Coqui,PR,Puerto Rico,72123,Salinas,17.9793,-66.2255,2563,1062.7,shape,False,False,America/Puerto_Rico,3,00704,1630035652
gibsonburg,Gibsonburg,OH,Ohio,39143,Sandusky,41.3875,-83.3216,2563,426.4,shape,False,True,America/New_York,3,43431,1840011601
greensboro,Greensboro,MD,Maryland,24011,Caroline,38.9764,-75.808,2563,921.2,shape,False,True,America/New_York,3,21639,1840005935
franklinton,Franklinton,NC,North Carolina,37069,Franklin,36.1012,-78.4551,2562,532.5,shape,False,True,America/New_York,3,27525,1840016118
shawnee hills,Shawnee Hills,OH,Ohio,39057,Greene,39.6515,-83.7822,2561,368.8,shape,False,False,America/New_York,3,45335,1840145757
sun valley,Sun Valley,PA,Pennsylvania,42089,Monroe,40.9801,-75.4688,2559,346.6,shape,False,False,America/New_York,3,18330,1840026364
kimberling city,Kimberling City,MO,Missouri,29209,Stone,36.6441,-93.4239,2559,282.0,shape,False,True,America/Chicago,3,65686,1840008795
andrews,Andrews,SC,South Carolina,45043,Georgetown,33.4494,-79.566,2558,446.8,shape,False,True,America/New_York,3,29510,1840015685
north falmouth,North Falmouth,MA,Massachusetts,25001,Barnstable,41.6394,-70.6251,2558,253.7,shape,False,False,America/New_York,3,02556,1840004759
mitchellville,Mitchellville,IA,Iowa,19153,Polk,41.6685,-93.3661,2557,352.7,shape,False,True,America/Chicago,3,50169,1840008169
white pine,White Pine,TN,Tennessee,47089,Jefferson,36.1087,-83.297,2557,343.7,shape,False,True,America/New_York,3,37890,1840016169
sneads ferry,Sneads Ferry,NC,North Carolina,37133,Onslow,34.5564,-77.3824,2556,259.7,shape,False,False,America/New_York,3,28460,1840013557
day heights,Day Heights,OH,Ohio,39025,Clermont,39.1755,-84.2275,2556,837.6,shape,False,False,America/New_York,3,45150,1840034382
weatherly,Weatherly,PA,Pennsylvania,42025,Carbon,40.942,-75.821,2556,331.3,shape,False,True,America/New_York,3,18255,1840035248
rugby,Rugby,ND,North Dakota,38069,Pierce,48.3654,-99.9903,2555,431.7,shape,False,True,America/Chicago,3,58368,1840001882
oak harbor,Oak Harbor,OH,Ohio,39123,Ottawa,41.5121,-83.1424,2555,621.2,shape,False,True,America/New_York,3,43449,1840011503
fairlawn,Fairlawn,VA,Virginia,51155,Pulaski,37.1476,-80.5567,2555,313.4,shape,False,False,America/New_York,3,24141,1840001721
henagar,Henagar,AL,Alabama,1049,DeKalb,34.6306,-85.7413,2554,43.6,shape,False,True,America/Chicago,3,35978,1840014659
honaunau-napoopoo,Honaunau-Napoopoo,HI,Hawaii,15001,Hawaii,19.4538,-155.8588,2554,25.9,shape,False,True,Pacific/Honolulu,4,96704 96726,1840075010
conrad,Conrad,MT,Montana,30073,Pondera,48.1741,-111.9467,2553,775.0,shape,False,True,America/Denver,3,59425,1840018371
carson,Carson,WA,Washington,53059,Skamania,45.7354,-121.8219,2553,205.8,shape,False,False,America/Los_Angeles,3,98610,1840017391
butler,Butler,AL,Alabama,1023,Choctaw,32.0965,-88.2108,2552,146.0,shape,False,True,America/Chicago,3,36904,1840015823
chewelah,Chewelah,WA,Washington,53065,Stevens,48.293,-117.7336,2552,333.6,shape,False,True,America/Los_Angeles,3,99109,1840018360
lawson heights,Lawson Heights,PA,Pennsylvania,42129,Westmoreland,40.2938,-79.3873,2552,644.2,shape,False,False,America/New_York,3,15650,1840005389
thunderbolt,Thunderbolt,GA,Georgia,13051,Chatham,32.0339,-81.0479,2552,733.7,shape,False,True,America/New_York,3,31404 31410,1840017030
clarence center,Clarence Center,NY,New York,36029,Erie,43.0085,-78.6309,2551,436.2,shape,False,False,America/New_York,3,14032,1840004376
rockville,Rockville,IN,Indiana,18121,Parke,39.7666,-87.2295,2551,660.0,shape,False,True,America/Indiana/Indianapolis,3,47872,1840014205
hermann,Hermann,MO,Missouri,29073,Gasconade,38.6983,-91.4342,2550,385.8,shape,False,True,America/Chicago,3,65041,1840007473
hayward,Hayward,WI,Wisconsin,55113,Sawyer,46.0094,-91.4826,2549,264.1,shape,False,True,America/Chicago,3,54843,1840001997
new lisbon,New Lisbon,WI,Wisconsin,55057,Juneau,43.8781,-90.1624,2549,346.5,shape,False,True,America/Chicago,3,53950,1840002232
pagedale,Pagedale,MO,Missouri,29189,St. Louis,38.6802,-90.3081,2547,817.0,shape,False,True,America/Chicago,3,63133,1840009745
ingenio,Ingenio,PR,Puerto Rico,72137,Toa Baja,18.4453,-66.2239,2547,1811.8,shape,False,False,America/Puerto_Rico,3,00949,1630035685
morris,Morris,AL,Alabama,1073,Jefferson,33.7464,-86.8042,2546,279.7,shape,False,True,America/Chicago,3,35071 35116,1840016801
bald knob,Bald Knob,AR,Arkansas,5145,White,35.3123,-91.5709,2545,198.3,shape,False,True,America/Chicago,3,72010,1840013438
dupont,Dupont,PA,Pennsylvania,42079,Luzerne,41.3238,-75.7419,2545,628.2,shape,False,True,America/New_York,3,18640 18641,1840000746
cave city,Cave City,KY,Kentucky,21009,Barren,37.14,-85.9646,2545,222.3,shape,False,True,America/Chicago,3,42127,1840014394
snow hill,Snow Hill,MD,Maryland,24047,Worcester,38.1729,-75.3903,2545,663.8,shape,False,True,America/New_York,3,21863,1840006260
park center,Park Center,CO,Colorado,8043,Fremont,38.4835,-105.224,2544,150.0,shape,False,False,America/Denver,3,81212,1840044143
wailua,Wailua,HI,Hawaii,15007,Kauai,22.0551,-159.3401,2544,639.7,shape,False,False,Pacific/Honolulu,3,96746,1840137116
fritch,Fritch,TX,Texas,48233,Hutchinson,35.6431,-101.5964,2544,605.5,shape,False,True,America/Chicago,3,79036,1840020394
curwensville,Curwensville,PA,Pennsylvania,42033,Clearfield,40.9735,-78.519,2544,440.9,shape,False,True,America/New_York,3,16833,1840003492
coto laurel,Coto Laurel,PR,Puerto Rico,72113,Ponce,18.0491,-66.5517,2543,1558.6,shape,False,False,America/Puerto_Rico,3,00780,1630035656
kenilworth,Kenilworth,IL,Illinois,17031,Cook,42.0888,-87.7144,2543,1616.4,shape,False,True,America/Chicago,3,60043,1840011254
